what,kind,bundleId,bundleVersion,description,time
error,log,,,"Core exception while retrieving the content description",1359433182393
error,log,,,"Core exception while retrieving the content description",1359433183646
error,log,,,"Core exception while retrieving the content description",1359433183648
error,log,,,"Core exception while retrieving the content description",1359433183650
error,log,,,"Core exception while retrieving the content description",1359433183651
error,log,,,"Core exception while retrieving the content description",1359433184027
error,log,,,"Core exception while retrieving the content description",1359433184028
error,log,,,"Core exception while retrieving the content description",1359433184029
error,log,,,"Core exception while retrieving the content description",1359433184030
error,log,,,"Core exception while retrieving the content description",1359433184031
error,log,,,"Core exception while retrieving the content description",1359433184040
error,log,,,"Core exception while retrieving the content description",1359433184041
error,log,,,"Core exception while retrieving the content description",1359433184042
error,log,,,"Core exception while retrieving the content description",1359433184043
error,log,,,"Core exception while retrieving the content description",1359433184044
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1359433184292
error,log,,,"Core exception while retrieving the content description",1359433184370
error,log,,,"Core exception while retrieving the content description",1359433184372
error,log,,,"Core exception while retrieving the content description",1359433184374
error,log,,,"Core exception while retrieving the content description",1359433184376
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359433184559
error,log,,,"Core exception while retrieving the content description",1359433185040
error,log,,,"Core exception while retrieving the content description",1359433185041
error,log,,,"Core exception while retrieving the content description",1359433185042
error,log,,,"Core exception while retrieving the content description",1359433185044
error,log,,,"Core exception while retrieving the content description",1359433185045
error,log,,,"Core exception while retrieving the content description",1359433185046
error,log,,,"Core exception while retrieving the content description",1359433185049
error,log,,,"Core exception while retrieving the content description",1359433185050
error,log,,,"Core exception while retrieving the content description",1359433185051
error,log,,,"Core exception while retrieving the content description",1359433185052
error,log,,,"Core exception while retrieving the content description",1359433185053
error,log,,,"Core exception while retrieving the content description",1359433185054
error,log,,,"Core exception while retrieving the content description",1359433185056
error,log,,,"Core exception while retrieving the content description",1359433185057
error,log,,,"Core exception while retrieving the content description",1359433185137
error,log,,,"Core exception while retrieving the content description",1359433185138
error,log,,,"Core exception while retrieving the content description",1359433185139
error,log,,,"Core exception while retrieving the content description",1359433185140
error,log,,,"Core exception while retrieving the content description",1359433185141
error,log,,,"Core exception while retrieving the content description",1359433185151
error,log,,,"Core exception while retrieving the content description",1359433185152
error,log,,,"Core exception while retrieving the content description",1359433185154
error,log,,,"Core exception while retrieving the content description",1359433185155
error,log,,,"Core exception while retrieving the content description",1359433185156
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359433185706
error,log,,,"Core exception while retrieving the content description",1359433186174
error,log,,,"Core exception while retrieving the content description",1359433186175
error,log,,,"Core exception while retrieving the content description",1359433186177
error,log,,,"Core exception while retrieving the content description",1359433186178
error,log,,,"Core exception while retrieving the content description",1359433186180
error,log,,,"Core exception while retrieving the content description",1359433186194
error,log,,,"Core exception while retrieving the content description",1359433186196
error,log,,,"Core exception while retrieving the content description",1359433186198
error,log,,,"Core exception while retrieving the content description",1359433186200
error,log,,,"Core exception while retrieving the content description",1359433186201
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1359433186526
error,log,,,"Core exception while retrieving the content description",1359433187045
error,log,,,"Core exception while retrieving the content description",1359433187048
error,log,,,"Core exception while retrieving the content description",1359433187053
error,log,,,"Core exception while retrieving the content description",1359433187055
error,log,,,"Core exception while retrieving the content description",1359433187058
error,log,,,"Core exception while retrieving the content description",1359433187076
error,log,,,"Core exception while retrieving the content description",1359433187077
error,log,,,"Core exception while retrieving the content description",1359433187079
error,log,,,"Core exception while retrieving the content description",1359433187080
error,log,,,"Core exception while retrieving the content description",1359433187081
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1359433189924
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.run",1359433190629
error,log,,,"Core exception while retrieving the content description",1359433191113
error,log,,,"Core exception while retrieving the content description",1359433191114
error,log,,,"Core exception while retrieving the content description",1359433191117
error,log,,,"Core exception while retrieving the content description",1359433191118
error,log,,,"Core exception while retrieving the content description",1359433191119
error,log,,,"Core exception while retrieving the content description",1359433191130
error,log,,,"Core exception while retrieving the content description",1359433191131
error,log,,,"Core exception while retrieving the content description",1359433191132
error,log,,,"Core exception while retrieving the content description",1359433191133
error,log,,,"Core exception while retrieving the content description",1359433191135
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1359433191281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359433192236
error,log,,,"Core exception while retrieving the content description",1359433193168
error,log,,,"Core exception while retrieving the content description",1359433193171
error,log,,,"Core exception while retrieving the content description",1359433193176
error,log,,,"Core exception while retrieving the content description",1359433193178
error,log,,,"Core exception while retrieving the content description",1359433193183
error,log,,,"Core exception while retrieving the content description",1359433193198
error,log,,,"Core exception while retrieving the content description",1359433193199
error,log,,,"Core exception while retrieving the content description",1359433193200
error,log,,,"Core exception while retrieving the content description",1359433193200
error,log,,,"Core exception while retrieving the content description",1359433193201
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359433195309
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1359433207433
error,log,,,"Core exception while retrieving the content description",1359433209067
error,log,,,"Core exception while retrieving the content description",1359433209069
error,log,,,"Core exception while retrieving the content description",1359433209072
error,log,,,"Core exception while retrieving the content description",1359433209073
error,log,,,"Core exception while retrieving the content description",1359433209557
error,log,,,"Core exception while retrieving the content description",1359433209560
error,log,,,"Core exception while retrieving the content description",1359433209564
error,log,,,"Core exception while retrieving the content description",1359433209567
error,log,,,"Core exception while retrieving the content description",1359433209569
error,log,,,"Core exception while retrieving the content description",1359433209585
error,log,,,"Core exception while retrieving the content description",1359433209587
error,log,,,"Core exception while retrieving the content description",1359433209589
error,log,,,"Core exception while retrieving the content description",1359433209591
error,log,,,"Core exception while retrieving the content description",1359433209592
error,log,,,"Core exception while retrieving the content description",1359433210620
error,log,,,"Core exception while retrieving the content description",1359433210622
error,log,,,"Core exception while retrieving the content description",1359433210624
error,log,,,"Core exception while retrieving the content description",1359433210626
error,log,,,"Core exception while retrieving the content description",1359433211092
error,log,,,"Core exception while retrieving the content description",1359433211094
error,log,,,"Core exception while retrieving the content description",1359433211097
error,log,,,"Core exception while retrieving the content description",1359433211100
error,log,,,"Core exception while retrieving the content description",1359433211103
error,log,,,"Core exception while retrieving the content description",1359433211123
error,log,,,"Core exception while retrieving the content description",1359433211125
error,log,,,"Core exception while retrieving the content description",1359433211128
error,log,,,"Core exception while retrieving the content description",1359433211130
error,log,,,"Core exception while retrieving the content description",1359433211131
error,log,,,"Core exception while retrieving the content description",1359433211643
error,log,,,"Core exception while retrieving the content description",1359433211646
error,log,,,"Core exception while retrieving the content description",1359433211648
error,log,,,"Core exception while retrieving the content description",1359433211649
error,log,,,"Core exception while retrieving the content description",1359433212235
error,log,,,"Core exception while retrieving the content description",1359433212238
error,log,,,"Core exception while retrieving the content description",1359433212241
error,log,,,"Core exception while retrieving the content description",1359433212243
error,log,,,"Core exception while retrieving the content description",1359433212245
error,log,,,"Core exception while retrieving the content description",1359433212269
error,log,,,"Core exception while retrieving the content description",1359433212273
error,log,,,"Core exception while retrieving the content description",1359433212274
error,log,,,"Core exception while retrieving the content description",1359433212275
error,log,,,"Core exception while retrieving the content description",1359433212276
error,log,,,"Core exception while retrieving the content description",1359433213196
error,log,,,"Core exception while retrieving the content description",1359433213197
error,log,,,"Core exception while retrieving the content description",1359433213199
error,log,,,"Core exception while retrieving the content description",1359433213200
error,log,,,"Core exception while retrieving the content description",1359433213763
error,log,,,"Core exception while retrieving the content description",1359433213764
error,log,,,"Core exception while retrieving the content description",1359433213765
error,log,,,"Core exception while retrieving the content description",1359433213767
error,log,,,"Core exception while retrieving the content description",1359433213768
error,log,,,"Core exception while retrieving the content description",1359433213782
error,log,,,"Core exception while retrieving the content description",1359433213783
error,log,,,"Core exception while retrieving the content description",1359433213784
error,log,,,"Core exception while retrieving the content description",1359433213786
error,log,,,"Core exception while retrieving the content description",1359433213787
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1359433220217
error,log,,,"Core exception while retrieving the content description",1359433220269
error,log,,,"Core exception while retrieving the content description",1359433220272
error,log,,,"Core exception while retrieving the content description",1359433220275
error,log,,,"Core exception while retrieving the content description",1359433220277
error,log,,,"Core exception while retrieving the content description",1359433221250
error,log,,,"Core exception while retrieving the content description",1359433221251
error,log,,,"Core exception while retrieving the content description",1359433221252
error,log,,,"Core exception while retrieving the content description",1359433221253
error,log,,,"Core exception while retrieving the content description",1359433221254
error,log,,,"Core exception while retrieving the content description",1359433221255
error,log,,,"Core exception while retrieving the content description",1359433221258
error,log,,,"Core exception while retrieving the content description",1359433221259
error,log,,,"Core exception while retrieving the content description",1359433221260
error,log,,,"Core exception while retrieving the content description",1359433221261
error,log,,,"Core exception while retrieving the content description",1359433221261
error,log,,,"Core exception while retrieving the content description",1359433221262
error,log,,,"Core exception while retrieving the content description",1359433221264
error,log,,,"Core exception while retrieving the content description",1359433221265
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1359433221299
error,log,,,"Core exception while retrieving the content description",1359433221361
error,log,,,"Core exception while retrieving the content description",1359433221362
error,log,,,"Core exception while retrieving the content description",1359433221363
error,log,,,"Core exception while retrieving the content description",1359433221365
error,log,,,"Core exception while retrieving the content description",1359433221366
error,log,,,"Core exception while retrieving the content description",1359433221376
error,log,,,"Core exception while retrieving the content description",1359433221377
error,log,,,"Core exception while retrieving the content description",1359433221378
error,log,,,"Core exception while retrieving the content description",1359433221379
error,log,,,"Core exception while retrieving the content description",1359433221380
error,log,,,"Core exception while retrieving the content description",1359433221744
error,log,,,"Core exception while retrieving the content description",1359433221747
error,log,,,"Core exception while retrieving the content description",1359433221751
error,log,,,"Core exception while retrieving the content description",1359433221752
error,log,,,"Core exception while retrieving the content description",1359433221754
error,log,,,"Core exception while retrieving the content description",1359433221767
error,log,,,"Core exception while retrieving the content description",1359433221769
error,log,,,"Core exception while retrieving the content description",1359433221771
error,log,,,"Core exception while retrieving the content description",1359433221783
error,log,,,"Core exception while retrieving the content description",1359433221784
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1359433222669
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.run",1359433223534
error,log,,,"Core exception while retrieving the content description",1359433224069
error,log,,,"Core exception while retrieving the content description",1359433224071
error,log,,,"Core exception while retrieving the content description",1359433224072
error,log,,,"Core exception while retrieving the content description",1359433224074
error,log,,,"Core exception while retrieving the content description",1359433224076
error,log,,,"Core exception while retrieving the content description",1359433224086
error,log,,,"Core exception while retrieving the content description",1359433224087
error,log,,,"Core exception while retrieving the content description",1359433224088
error,log,,,"Core exception while retrieving the content description",1359433224089
error,log,,,"Core exception while retrieving the content description",1359433224092
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1359433224171
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359433226360
error,log,,,"Core exception while retrieving the content description",1359433226484
error,log,,,"Core exception while retrieving the content description",1359433226487
error,log,,,"Core exception while retrieving the content description",1359433226490
error,log,,,"Core exception while retrieving the content description",1359433226492
error,log,,,"Core exception while retrieving the content description",1359433226493
error,log,,,"Core exception while retrieving the content description",1359433226508
error,log,,,"Core exception while retrieving the content description",1359433226509
error,log,,,"Core exception while retrieving the content description",1359433226512
error,log,,,"Core exception while retrieving the content description",1359433226514
error,log,,,"Core exception while retrieving the content description",1359433226515
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359433228700
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359433239804
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359433246272
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1359433246302
error,log,,,"Core exception while retrieving the content description",1359433249283
error,log,,,"Core exception while retrieving the content description",1359433249286
error,log,,,"Core exception while retrieving the content description",1359433249288
error,log,,,"Core exception while retrieving the content description",1359433249289
error,log,,,"Core exception while retrieving the content description",1359433249734
error,log,,,"Core exception while retrieving the content description",1359433249736
error,log,,,"Core exception while retrieving the content description",1359433249741
error,log,,,"Core exception while retrieving the content description",1359433249743
error,log,,,"Core exception while retrieving the content description",1359433249745
error,log,,,"Core exception while retrieving the content description",1359433249763
error,log,,,"Core exception while retrieving the content description",1359433249764
error,log,,,"Core exception while retrieving the content description",1359433249766
error,log,,,"Core exception while retrieving the content description",1359433249767
error,log,,,"Core exception while retrieving the content description",1359433249769
error,log,,,"Core exception while retrieving the content description",1359433255324
error,log,,,"Core exception while retrieving the content description",1359433255327
error,log,,,"Core exception while retrieving the content description",1359433255328
error,log,,,"Core exception while retrieving the content description",1359433255330
error,log,,,"Core exception while retrieving the content description",1359433255817
error,log,,,"Core exception while retrieving the content description",1359433255820
error,log,,,"Core exception while retrieving the content description",1359433255824
error,log,,,"Core exception while retrieving the content description",1359433255827
error,log,,,"Core exception while retrieving the content description",1359433255831
error,log,,,"Core exception while retrieving the content description",1359433255858
error,log,,,"Core exception while retrieving the content description",1359433255860
error,log,,,"Core exception while retrieving the content description",1359433255863
error,log,,,"Core exception while retrieving the content description",1359433255864
error,log,,,"Core exception while retrieving the content description",1359433255865
error,log,,,"Core exception while retrieving the content description",1359433259358
error,log,,,"Core exception while retrieving the content description",1359433259361
error,log,,,"Core exception while retrieving the content description",1359433259363
error,log,,,"Core exception while retrieving the content description",1359433259365
error,log,,,"Core exception while retrieving the content description",1359433259798
error,log,,,"Core exception while retrieving the content description",1359433259800
error,log,,,"Core exception while retrieving the content description",1359433259802
error,log,,,"Core exception while retrieving the content description",1359433259803
error,log,,,"Core exception while retrieving the content description",1359433259805
error,log,,,"Core exception while retrieving the content description",1359433259822
error,log,,,"Core exception while retrieving the content description",1359433259823
error,log,,,"Core exception while retrieving the content description",1359433259824
error,log,,,"Core exception while retrieving the content description",1359433259825
error,log,,,"Core exception while retrieving the content description",1359433259826
error,log,,,"Core exception while retrieving the content description",1359433261391
error,log,,,"Core exception while retrieving the content description",1359433261393
error,log,,,"Core exception while retrieving the content description",1359433261396
error,log,,,"Core exception while retrieving the content description",1359433261398
error,log,,,"Core exception while retrieving the content description",1359433261775
error,log,,,"Core exception while retrieving the content description",1359433261777
error,log,,,"Core exception while retrieving the content description",1359433261780
error,log,,,"Core exception while retrieving the content description",1359433261781
error,log,,,"Core exception while retrieving the content description",1359433261783
error,log,,,"Core exception while retrieving the content description",1359433261799
error,log,,,"Core exception while retrieving the content description",1359433261800
error,log,,,"Core exception while retrieving the content description",1359433261802
error,log,,,"Core exception while retrieving the content description",1359433261803
error,log,,,"Core exception while retrieving the content description",1359433261804
error,log,,,"Core exception while retrieving the content description",1359433262423
error,log,,,"Core exception while retrieving the content description",1359433262426
error,log,,,"Core exception while retrieving the content description",1359433262428
error,log,,,"Core exception while retrieving the content description",1359433262429
error,log,,,"Core exception while retrieving the content description",1359433262813
error,log,,,"Core exception while retrieving the content description",1359433262816
error,log,,,"Core exception while retrieving the content description",1359433262821
error,log,,,"Core exception while retrieving the content description",1359433262823
error,log,,,"Core exception while retrieving the content description",1359433262825
error,log,,,"Core exception while retrieving the content description",1359433262851
error,log,,,"Core exception while retrieving the content description",1359433262854
error,log,,,"Core exception while retrieving the content description",1359433262855
error,log,,,"Core exception while retrieving the content description",1359433262856
error,log,,,"Core exception while retrieving the content description",1359433262857
error,log,,,"Core exception while retrieving the content description",1359433263955
error,log,,,"Core exception while retrieving the content description",1359433263957
error,log,,,"Core exception while retrieving the content description",1359433263959
error,log,,,"Core exception while retrieving the content description",1359433263962
error,log,,,"Core exception while retrieving the content description",1359433264444
error,log,,,"Core exception while retrieving the content description",1359433264446
error,log,,,"Core exception while retrieving the content description",1359433264448
error,log,,,"Core exception while retrieving the content description",1359433264450
error,log,,,"Core exception while retrieving the content description",1359433264452
error,log,,,"Core exception while retrieving the content description",1359433264471
error,log,,,"Core exception while retrieving the content description",1359433264472
error,log,,,"Core exception while retrieving the content description",1359433264473
error,log,,,"Core exception while retrieving the content description",1359433264474
