what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359955790836
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1359955795196
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1359955811363
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359955821577
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359955843320
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1359955844329
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359955846510
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359955847460
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359955856926
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359955860882
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1359955860892
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1359955861454
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1359955872113
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1359955878991
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1359955895746
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1359955906099
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1359956048159
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1359956058638
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1359956077282
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1359956088131
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1359956089532
error,log,,,"Core exception while retrieving the content description",1359956090128
error,log,,,"Core exception while retrieving the content description",1359956090131
error,log,,,"Core exception while retrieving the content description",1359956090135
error,log,,,"Core exception while retrieving the content description",1359956090138
error,log,,,"Core exception while retrieving the content description",1359956090508
error,log,,,"Core exception while retrieving the content description",1359956090509
error,log,,,"Core exception while retrieving the content description",1359956090510
error,log,,,"Core exception while retrieving the content description",1359956090512
error,log,,,"Core exception while retrieving the content description",1359956090513
error,log,,,"Core exception while retrieving the content description",1359956090525
error,log,,,"Core exception while retrieving the content description",1359956090526
error,log,,,"Core exception while retrieving the content description",1359956090528
error,log,,,"Core exception while retrieving the content description",1359956090529
error,log,,,"Core exception while retrieving the content description",1359956090530
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1359956108695
error,log,,,"Core exception while retrieving the content description",1359956109783
error,log,,,"Core exception while retrieving the content description",1359956109786
error,log,,,"Core exception while retrieving the content description",1359956109789
error,log,,,"Core exception while retrieving the content description",1359956109792
error,log,,,"Core exception while retrieving the content description",1359956110142
error,log,,,"Core exception while retrieving the content description",1359956110145
error,log,,,"Core exception while retrieving the content description",1359956110146
error,log,,,"Core exception while retrieving the content description",1359956110149
error,log,,,"Core exception while retrieving the content description",1359956110152
error,log,,,"Core exception while retrieving the content description",1359956110166
error,log,,,"Core exception while retrieving the content description",1359956110167
error,log,,,"Core exception while retrieving the content description",1359956110169
error,log,,,"Core exception while retrieving the content description",1359956110171
error,log,,,"Core exception while retrieving the content description",1359956110173
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1359956110644
error,log,,,"Core exception while retrieving the content description",1359956110685
error,log,,,"Core exception while retrieving the content description",1359956110688
error,log,,,"Core exception while retrieving the content description",1359956110690
error,log,,,"Core exception while retrieving the content description",1359956110696
error,log,,,"Core exception while retrieving the content description",1359956111711
error,log,,,"Core exception while retrieving the content description",1359956111712
error,log,,,"Core exception while retrieving the content description",1359956111714
error,log,,,"Core exception while retrieving the content description",1359956111717
error,log,,,"Core exception while retrieving the content description",1359956111719
error,log,,,"Core exception while retrieving the content description",1359956111720
error,log,,,"Core exception while retrieving the content description",1359956111725
error,log,,,"Core exception while retrieving the content description",1359956111726
error,log,,,"Core exception while retrieving the content description",1359956111729
error,log,,,"Core exception while retrieving the content description",1359956111730
error,log,,,"Core exception while retrieving the content description",1359956111732
error,log,,,"Core exception while retrieving the content description",1359956111733
error,log,,,"Core exception while retrieving the content description",1359956111735
error,log,,,"Core exception while retrieving the content description",1359956111737
error,log,,,"Core exception while retrieving the content description",1359956111798
error,log,,,"Core exception while retrieving the content description",1359956111801
error,log,,,"Core exception while retrieving the content description",1359956111803
error,log,,,"Core exception while retrieving the content description",1359956111805
error,log,,,"Core exception while retrieving the content description",1359956111807
error,log,,,"Core exception while retrieving the content description",1359956111820
