what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jgit,2.2.0.201212191850-r,"org.eclipse.jgit",1361327005406
os,sysinfo,,,"win32",1361327005409
arch,sysinfo,,,"x86_64",1361327005409
ws,sysinfo,,,"win32",1361327005409
locale,sysinfo,,,"zh_CN",1361327005409
processors,sysinfo,,,"8",1361327005409
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1361327005409
java.runtime.version,sysinfo,,,"1.7.0_09-b05",1361327005409
java.specification.name,sysinfo,,,"Java Platform API Specification",1361327005409
java.specification.vendor,sysinfo,,,"Oracle Corporation",1361327005409
java.specification.version,sysinfo,,,"1.7",1361327005409
java.vendor,sysinfo,,,"Oracle Corporation",1361327005409
java.version,sysinfo,,,"1.7.0_09",1361327005409
java.vm.info,sysinfo,,,"mixed mode",1361327005409
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1361327005409
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1361327005409
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1361327005409
java.vm.specification.version,sysinfo,,,"1.7",1361327005409
java.vm.vendor,sysinfo,,,"Oracle Corporation",1361327005409
java.vm.version,sysinfo,,,"23.5-b02",1361327005409
started,bundle,org.eclipse.jst.jee,1.0.402.v201202021530,"org.eclipse.jst.jee",1361327005738
started,bundle,org.eclipse.wst.dtd.core,1.1.501.v201107252021,"org.eclipse.wst.dtd.core",1361327005750
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1361327005754
started,bundle,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.ui",1361327005755
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1361327005766
started,bundle,org.eclipse.jst.jsf.common,1.2.3.v201104061039,"org.eclipse.jst.jsf.common",1361327005775
started,bundle,org.eclipse.jst.jsf.core,1.3.105.v201108261005,"org.eclipse.jst.jsf.core",1361327005777
started,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1361327005796
started,bundle,org.jboss.ide.eclipse.archives.core,3.3.1.v20120715-0237-H92-Final,"org.jboss.ide.eclipse.archives.core",1361327005839
started,bundle,org.jboss.ide.eclipse.archives.webtools,2.3.1.v20120715-0243-H142-Final,"org.jboss.ide.eclipse.archives.webtools",1361327005840
started,bundle,org.jboss.ide.eclipse.as.wtp.core,2.3.1.v20120715-0243-H142-Final,"org.jboss.ide.eclipse.as.wtp.core",1361327005840
started,bundle,org.eclipse.wst.wsdl.validation,1.1.502.v201104071820,"org.eclipse.wst.wsdl.validation",1361327005853
started,bundle,org.eclipse.wst.xsd.core,1.1.600.v201104070312,"org.eclipse.wst.xsd.core",1361327005868
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1361327005869
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1361327005883
started,bundle,org.jboss.ide.eclipse.as.ui.mbeans,2.3.1.v20120715-0243-H142-Final,"org.jboss.ide.eclipse.as.ui.mbeans",1361327005884
opened,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1361327006186
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1361327006218
started,bundle,org.jboss.tools.jmx.core,1.3.1.v20120715-0236-H78-Final,"org.jboss.tools.jmx.core",1361327007118
started,bundle,org.jboss.ide.eclipse.as.jmx.integration,2.3.1.v20120715-0243-H142-Final,"org.jboss.ide.eclipse.as.jmx.integration",1361327007119
started,bundle,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser",1361327007221
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1361327007432
