what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1359419922334
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1359419939335
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359419941943
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359420022078
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1359420024649
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1359420029435
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1359420030586
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1359420041795
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1359420059162
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1359420061967
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1359420089380
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1359420103374
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359420116561
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359420155169
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359420157194
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359420174358
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359420178422
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359420183397
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359420184362
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359420227673
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359420240627
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1359420240665
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359420250568
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1359420252760
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359420254336
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359420254455
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1359420255462
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1359420257257
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1359420261529
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1359420262658
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359420264410
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359420265292
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1359420265308
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1359420265350
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1359420265372
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359420268325
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359420272708
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359420273274
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359420274300
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1359420275040
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359420276216
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359420276951
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1359420280495
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1359420282597
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359420283170
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359420284039
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1359420285498
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359420294357
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359420295284
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359420295994
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359420303826
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1359420306241
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1359420309738
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1359420310337
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1359420310337
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1359420311707
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1359420313150
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1359420313904
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1359420316463
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1359420319175
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1359420319930
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1359420324152
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1359420325129
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1359420339768
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359420341381
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359420355928
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1359420359280
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1359420361989
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359420362266
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359420378346
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1359420380857
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359420384137
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1359420384168
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359420391745
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1359420401787
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359420402296
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359420403390
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1359420404428
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1359420406073
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1359420406673
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1359420408720
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1359420410313
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359420410744
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359420418596
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1359420422528
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1359420427091
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1359420432461
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1359420437627
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1359420438287
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1359420450629
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359420455115
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359420458000
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1359420462025
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1359420463746
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1359420474258
