what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359948856166
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359948858661
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1359948860658
error,log,,,"Core exception while retrieving the content description",1359948860668
error,log,,,"Core exception while retrieving the content description",1359948860670
error,log,,,"Core exception while retrieving the content description",1359948860684
error,log,,,"Core exception while retrieving the content description",1359948860687
error,log,,,"Core exception while retrieving the content description",1359948860764
error,log,,,"Core exception while retrieving the content description",1359948860766
error,log,,,"Core exception while retrieving the content description",1359948860770
error,log,,,"Core exception while retrieving the content description",1359948860771
error,log,,,"Core exception while retrieving the content description",1359948860774
error,log,,,"Core exception while retrieving the content description",1359948860776
error,log,,,"Core exception while retrieving the content description",1359948860777
error,log,,,"Core exception while retrieving the content description",1359948860779
error,log,,,"Core exception while retrieving the content description",1359948860781
error,log,,,"Core exception while retrieving the content description",1359948860782
error,log,,,"Core exception while retrieving the content description",1359948860785
error,log,,,"Core exception while retrieving the content description",1359948860789
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359948862396
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359948865693
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1359948865698
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359948867954
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359948869794
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1359948869801
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359948870840
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359948892785
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1359948895490
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1359948898107
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.run",1359948898862
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1359948907697
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359948909906
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359948922147
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359949078292
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359949084460
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359949180356
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359949184938
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359949187319
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359949192036
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1359949196401
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1359949203080
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1359949204708
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1359949204708
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1359949204725
closed,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1359949204745
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1359949215089
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1359949215170
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1359949216511
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1359949217082
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1359949266568
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1359949268675
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1359949268677
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1359949268679
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1359949281526
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1359949288988
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1359949292193
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1359949332986
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1359949334323
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1359949338139
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1359949338215
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1359949343380
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1359949344259
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1359949345168
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1359949349966
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1359949353623
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1359949354547
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1359949357497
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1359949364587
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1359949365777
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1359949370629
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1359949371188
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1359949372095
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1359949375600
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1359949379775
