what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361935215720
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361935217216
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361935240037
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361935603256
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361935608717
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361935886265
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361935934554
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361936097007
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361936097497
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361936323055
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361936325655
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361936543512
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361936544517
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361936546791
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361936551496
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361936552356
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361936555069
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361936556098
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361936557499
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361936561399
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361936563824
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361936565964
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361936567876
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361936569902
error,log,,,"Core exception while retrieving the content description",1361936570379
error,log,,,"Core exception while retrieving the content description",1361936570381
error,log,,,"Core exception while retrieving the content description",1361936570383
error,log,,,"Core exception while retrieving the content description",1361936570386
error,log,,,"Core exception while retrieving the content description",1361936570388
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361936573077
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1361936577991
error,log,,,"Core exception while retrieving the content description",1361936579525
error,log,,,"Core exception while retrieving the content description",1361936579526
error,log,,,"Core exception while retrieving the content description",1361936579528
error,log,,,"Core exception while retrieving the content description",1361936579529
error,log,,,"Core exception while retrieving the content description",1361936579531
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361936581825
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361936583985
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1361936585015
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.run",1361936585748
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1361936586399
error,log,,,"Core exception while retrieving the content description",1361936587311
error,log,,,"Core exception while retrieving the content description",1361936587312
error,log,,,"Core exception while retrieving the content description",1361936587314
error,log,,,"Core exception while retrieving the content description",1361936587315
error,log,,,"Core exception while retrieving the content description",1361936587317
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361936589639
error,log,,,"Core exception while retrieving the content description",1361936591038
error,log,,,"Core exception while retrieving the content description",1361936591040
error,log,,,"Core exception while retrieving the content description",1361936591043
error,log,,,"Core exception while retrieving the content description",1361936591044
error,log,,,"Core exception while retrieving the content description",1361936591047
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361936593368
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361936602650
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361936604332
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361936619150
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361936792033
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1361936798442
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1361936801937
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1361936826555
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1361936828496
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361936839382
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361936850776
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361936858320
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361936859732
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1361936863001
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361936865538
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361936873050
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361936879187
error,log,,,"Core exception while retrieving the content description",1361936881644
error,log,,,"Core exception while retrieving the content description",1361936881645
error,log,,,"Core exception while retrieving the content description",1361936881648
error,log,,,"Core exception while retrieving the content description",1361936881650
error,log,,,"Core exception while retrieving the content description",1361936881651
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1361936884854
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.stop",1361936886979
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1361936887089
error,log,,,"Core exception while retrieving the content description",1361936888092
error,log,,,"Core exception while retrieving the content description",1361936888093
error,log,,,"Core exception while retrieving the content description",1361936888096
error,log,,,"Core exception while retrieving the content description",1361936888098
